Time (s),Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8
0.05384707450866699,47231.7,89729.0,99140.2,100051.6,97525.8,94296.8,131072.0,88223.2
0.1230933666229248,47231.8,89727.7,99141.7,100052.3,97525.7,94297.3,131072.0,88221.8
0.18934249877929688,47231.6,89727.2,99140.3,100050.3,97524.7,94296.8,131072.0,88220.5
0.2592496871948242,47236.4,89726.0,99140.1,100051.5,97526.2,94298.3,131072.0,88224.4
0.32654333114624023,47225.9,89725.9,99140.9,100051.9,97525.3,94298.3,131072.0,88220.5
0.3949897289276123,47230.6,89722.3,99141.1,100051.6,97526.9,94298.5,131072.0,88222.9
0.46586179733276367,47226.2,89718.8,99140.3,100050.1,97525.5,94298.8,131072.0,88221.7
0.5313863754272461,47227.3,89718.2,99140.6,100051.2,97527.1,94298.1,131072.0,88222.0
0.6003525257110596,47224.4,89716.4,99139.1,100051.5,97527.0,94301.1,131072.0,88224.1
0.6683657169342041,47227.4,89713.5,99141.5,100052.5,97528.3,94301.7,131072.0,88223.5
0.7368853092193604,47219.0,89712.0,99139.8,100051.3,97529.4,94299.7,131072.0,88223.8
0.8046736717224121,47220.4,89710.9,99140.2,100050.2,97527.8,94300.7,131072.0,88223.7
0.8726534843444824,47222.7,89710.0,99139.2,100051.4,97528.3,94302.9,131072.0,88225.5
0.9410855770111084,47219.6,89709.7,99139.4,100051.0,97528.0,94303.2,131072.0,88222.1
1.0099108219146729,47225.2,89706.4,99139.5,100050.2,97528.4,94302.6,131072.0,88221.6
1.0779550075531006,47222.7,89709.0,99137.9,100051.2,97529.8,94302.9,131072.0,88225.6
1.1464807987213135,47219.5,89709.0,99138.3,100050.6,97529.2,94301.8,131072.0,88223.4
1.2151384353637695,47220.2,89705.1,99138.9,100050.3,97529.3,94303.0,131072.0,88223.5
1.283130168914795,47220.8,89701.2,99137.4,100050.8,97531.0,94303.0,131072.0,88223.7
1.351569652557373,47218.5,89702.2,99137.5,100051.8,97530.8,94303.0,131072.0,88220.6
1.4196386337280273,47222.3,89703.8,99139.0,100050.5,97531.3,94303.9,131072.0,88223.0
1.4877207279205322,47227.4,89699.0,99137.7,100051.5,97530.0,94305.1,131072.0,88225.2
1.5554852485656738,47218.7,89693.8,99137.0,100052.0,97532.1,94303.9,131072.0,88223.3
1.6241281032562256,47224.0,89689.5,99139.4,100049.1,97531.8,94303.7,131072.0,88223.6
1.6923961639404297,47230.1,89686.8,99137.5,100050.3,97530.9,94305.4,131072.0,88222.1
1.7609736919403076,47219.6,89688.5,99138.1,100050.3,97533.1,94306.0,131072.0,88224.9
1.829519271850586,47222.2,89687.0,99136.2,100049.9,97533.0,94305.9,131072.0,88225.1
1.8965096473693848,47214.9,89684.3,99136.2,100049.4,97533.3,94307.0,131072.0,88224.2
1.9654133319854736,47215.6,89685.1,99137.4,100050.7,97532.0,94306.0,131072.0,88225.8
2.0338995456695557,47220.4,89680.2,99136.3,100049.8,97534.4,94306.5,131072.0,88224.0
2.1029434204101562,47219.6,89678.1,99136.6,100051.0,97532.4,94308.8,131072.0,88222.8
2.1698949337005615,47214.1,89677.3,99138.0,100049.3,97533.1,94306.2,131072.0,88226.1
2.2385480403900146,47223.3,89674.3,99135.3,100049.3,97532.9,94307.2,131072.0,88225.4
2.307041645050049,47220.4,89671.4,99134.8,100050.4,97535.1,94306.4,131072.0,88224.3
2.375051259994507,47213.9,89668.0,99135.9,100049.2,97536.5,94308.9,131072.0,88226.4
2.4430015087127686,47208.8,89660.2,99136.4,100049.0,97534.9,94309.7,131072.0,88225.6
2.5126636028289795,47217.8,89651.3,99135.3,100048.8,97535.0,94308.5,131072.0,88224.4
2.579784393310547,47212.5,89652.2,99136.0,100048.4,97536.2,94310.2,131072.0,88226.3
2.6487412452697754,47210.1,89650.9,99135.4,100048.2,97537.0,94309.0,131072.0,88227.0
2.7158420085906982,47209.0,89648.8,99135.9,100048.3,97534.9,94308.2,131072.0,88223.1
2.784959554672241,47210.8,89646.0,99136.4,100049.8,97536.8,94310.6,131072.0,88223.8
2.852808713912964,47222.4,89644.5,99135.1,100047.9,97537.0,94310.8,131072.0,88223.0
2.920614004135132,47214.1,89640.4,99136.1,100048.9,97536.8,94308.6,131072.0,88224.0
2.99075984954834,47209.3,89637.1,99135.5,100049.4,97538.7,94309.7,131072.0,88220.5
3.0581207275390625,47205.6,89635.0,99134.7,100049.2,97537.6,94309.2,131072.0,88223.0
3.125843048095703,47209.7,89637.5,99135.1,100048.5,97536.6,94310.2,131072.0,88221.1
3.1941421031951904,47209.8,89632.9,99135.7,100049.7,97537.2,94309.7,131072.0,88226.8
3.262861490249634,47212.1,89642.5,99118.3,100047.1,97546.0,94747.9,131072.0,88475.0
3.3318557739257812,47207.2,90096.5,99218.9,101348.0,100189.8,99370.3,131072.0,91595.1
